,App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Big_Category2,App,original_image,blue_channel,green_channel,red_channel,red_channel_scaled,blue_channel_scaled,green_channel_scaled
329,Gomoku Board - play with your friend & A.I.,com.khgkjg12.gomoku,Board,3.1,336.0,"100,000+",100000.0,270622,True,0.0,USD,Varies with device,4.1 and up,khgkjg12,https://khgkjg12.blogspot.com/,khgkjg12dev@gmail.com,"Sep 12, 2018","Jul 27, 2019",Everyone,https://khgkjg12dev.blogspot.com/2018/09/blog-post.html,True,False,False,2021-06-16 06:34:21,Games,,,,,,,,
337,MELO - Free Sound & Music Effects. Download as mp3,com.melosounds.effects,Music & Audio,4.6,6238.0,"100,000+",100000.0,129664,True,0.0,USD,12M,4.4 and up,Şarkı Gurmesi Ltd.,https://putikli.com,uygesan@gmail.com,"Dec 9, 2019","Apr 23, 2021",Everyone,https://sites.google.com/view/melosoundeffects,True,True,False,2021-06-16 00:32:48,Entertainment,,,,,,,,
344,Baby Panda's Playhouse,com.sinyee.babybus.talk2kiki.global,Educational,4.0,11094.0,"5,000,000+",5000000.0,8066409,True,0.0,USD,117M,4.2 and up,BabyBus,https://www.babybus.com,sinyeeandroid@gmail.com,"Jul 3, 2020","Jun 09, 2021",Everyone,http://en.babybus.com/index/privacyPolicy.shtml,True,True,False,2021-06-15 20:39:40,Education,,,,,,,,
352,Music Player - Audio Player & Bass Booster,media.player.video.musicplayer,Music & Audio,4.6,17356.0,"1,000,000+",1000000.0,2247748,True,0.0,USD,9.0M,4.1 and up,Easyelife,https://elifedev.s3.amazonaws.com/index.html,easyelife.dev@gmail.com,"Oct 30, 2020","May 14, 2021",Everyone,https://appprivacy.s3.amazonaws.com/AppPrivacy.txt,True,False,False,2021-06-16 00:23:33,Entertainment,,,,,,,,
359,No Last Seen & View Deleted Messages - Unseen App,com.ustech.hidebluetick.unseen.unread.deletedmessage,Tools,4.3,5707.0,"500,000+",500000.0,882478,True,0.0,USD,7.4M,5.0 and up,US Tech Apps,,zeeshi16888@gmail.com,"Jun 8, 2020","Nov 20, 2020",Everyone,https://vpnbrowser1122.blogspot.com/p/privacy-policy-vpn-proxy-for-browser.html,True,True,False,2021-06-16 02:17:33,Tools,,,,,,,,
360,Selam : Anlık Mesajlaşma,yaylali.com.chat_with_firebase,Communication,3.0,317.0,"50,000+",50000.0,62318,True,0.0,USD,7.1M,5.0 and up,yaylaliapp,http://selamuygulama.com/,yaylaliyazilim@gmail.com,"Dec 21, 2018","Feb 18, 2021",Everyone,https://drive.google.com/file/d/1oXJV-MAvFvNB7soLC8Z0O0nhSZ06pOAn/view,True,True,False,2021-06-16 03:09:23,Tools,,,,,,,,
367,Air Tofaş Park Etme,com.advancedgamelab.airtofasparketme,Racing,3.2,266.0,"100,000+",100000.0,117569,True,0.0,USD,53M,4.4 and up,Advanced GameLab,,advancedgames75@gmail.com,"Nov 19, 2019","Apr 19, 2021",Everyone,https://advancedgamelabprivacypolicy.weebly.com/,True,False,False,2021-06-16 09:09:09,Games,,,,,,,,
374,"Grozip: Deliver anything, anywhere",com.grozip,Shopping,4.4,157.0,"1,000+",1000.0,1400,True,0.0,USD,7.2M,4.1 and up,Grozip,https://grozip.com,support@grozip.com,"Jul 15, 2020","Aug 06, 2020",Teen,https://grozip.com/privacy-policy,False,False,False,2021-06-15 21:36:45,Entertainment,,,,,,,,
376,Monsters & Generators for D&D,com.manzo.encountergenerator,Board,4.3,1373.0,"100,000+",100000.0,259213,True,0.0,USD,5.4M,4.0.3 and up,Manolo D'antonio,,manolodantonio@gmail.com,"Mar 8, 2018","Oct 09, 2019",Everyone,https://goo.gl/Nf4gH6,False,False,False,2021-06-16 05:24:32,Games,,,,,,,,
380,"Принц и нищий, Марк Твен",ru.webvo.book.AOUWLGARFUDAAXZBS,Books & Reference,4.4,102.0,"5,000+",5000.0,7973,True,0.0,USD,3.5M,4.1 and up,Publish Digital Books,http://lib.webvo.ru,webvoru@gmail.com,"Jul 8, 2014","May 08, 2020",Everyone,http://www.webvo.ru/politic.php,True,False,False,2021-06-16 03:54:53,Entertainment,,,,,,,,
381,"NextBooks - Invoice, Estimate, Billing & GST/Tax",invoicemaker.billing.invoicegenerator.nextbooks,Business,4.2,107.0,"50,000+",50000.0,79651,True,0.0,USD,39M,4.4 and up,"Invoice App, Tax Billing & Estimate Generator",http://nextbooks.com,nextbooksteam@gmail.com,"Apr 4, 2020","May 06, 2021",Everyone,https://nextbooks.co/privacy_policy,False,False,False,2021-06-16 05:32:34,Business,,,,,,,,
384,Ahmed Ghoniem,com.ahmedghoniem,Education,4.3,443.0,"10,000+",10000.0,18356,True,0.0,USD,39M,4.0.3 and up,Ahmed Ghoniem,http://www.ahmedghoniem.com/,developer@ahmedghoniem.com,"Feb 13, 2018","Sep 10, 2018",Everyone,http://www.ahmedghoniem.com/privacy_policy.html,False,False,False,2021-06-16 06:50:57,Education,,,,,,,,
391,M090 - Tiện ích Mobifone,vn.mobifone.m090,Tools,4.3,804.0,"50,000+",50000.0,63903,True,0.0,USD,37M,5.0 and up,MobiFone (Viet Nam),https://m090.mobifone.vn,cskh.app@mobifone.vn,"Jun 27, 2017","May 26, 2021",Everyone,http://www.mobifone.vn/wps/portal/public/dieu-khoan-su-dung,True,False,False,2021-06-16 00:33:26,Tools,,,,,,,,
392,Kung Fu Rhythm - Music Action Game,com.soulo.kongfu1,Music,3.3,193.0,"10,000+",10000.0,17430,True,0.0,USD,50M,4.1 and up,Soulo Studio,http://www.revontuletsoft.com,soulosoft@gmail.com,"Oct 2, 2018","Jan 04, 2019",Everyone,http://www.revontuletsoft.com/privacy.html,True,False,False,2021-06-16 03:36:29,Entertainment,,,,,,,,
393,Restaurant Travel - A Cooking Game,com.suning.restaurant.travel,Simulation,4.4,700.0,"50,000+",50000.0,78783,True,0.0,USD,Varies with device,4.4 and up,Two Soft,http://twosoft.club/,adm51373@gmail.com,"Oct 23, 2020","Oct 23, 2020",Everyone,https://sites.google.com/view/restauranttravel,True,True,False,2021-06-15 20:33:48,Games,,,,,,,,
394,Gothic Wallpapers!,com.sbardyuk.gothicphotos,Entertainment,4.2,2276.0,"100,000+",100000.0,278385,True,0.0,USD,4.2M,4.1 and up,Stanislav Bardyuk,http://www.sbardyuk.com,kodlan@gmail.com,"Oct 15, 2011","Apr 12, 2021",Teen,http://sbardyuk.com/privacy/privacy_wallpaper_app.html,True,False,False,2021-06-15 22:02:53,Entertainment,,,,,,,,
395,"Sách Giáo Khoa, Ôn tập SGK",com.sachgiaokhoa.phothong,Education,3.7,1187.0,"100,000+",100000.0,139027,True,0.0,USD,8.5M,2.3 and up,Math Academy Ltd,https://mathacademyltd.wordpress.com,mathacademyltd@gmail.com,"May 12, 2016","Oct 04, 2016",Everyone,https://mathacademyltd.wordpress.com/privacy-policy,True,False,False,2021-06-15 22:43:40,Education,,,,,,,,
396,রাসুলুল্লাহর (সা.) নামায,com.bendroidapps.rasulullahrnamaj,Books & Reference,4.4,322.0,"50,000+",50000.0,88321,True,0.0,USD,2.7M,4.0.3 and up,Md Mamunur Rasid,http://www.bendroidapps.com,bendroidapps@gmail.com,"Oct 12, 2015","Oct 30, 2015",Everyone,https://bendroidapps.com/privacy/,True,False,False,2021-06-15 22:38:14,Entertainment,,,,,,,,
397,Pro Feel Golf - Sports Simulation,com.bhvr.realfeelgolf,Sports,3.5,19258.0,"1,000,000+",1000000.0,1970569,True,0.0,USD,28M,4.1 and up,Behaviour Interactive,https://behaviour.helpshift.com/a/pro-feel-golf/,PFGsupport@bhvr.com,"Aug 6, 2015","May 01, 2019",Everyone,https://www.bhvr.com/privacy-policy/,True,True,False,2021-06-16 12:45:35,Entertainment,,,,,,,,
398,Cricinformer(Dream Team): Tips for Dream11,com.cricinformer.sportsnews,News & Magazines,4.6,641.0,"10,000+",10000.0,24437,True,0.0,USD,12M,5.0 and up,BRAJ & GEETA PVT LTD.,,Shwetsyppsa@gmail.com,"Oct 23, 2020","Jan 05, 2021",Everyone,https://cricinformer.com/privacy-policy/,True,False,False,2021-06-16 09:14:14,Entertainment,,,,,,,,
399,Rock Radio,com.RockRadio.Mobile,Music & Audio,4.7,107.0,"5,000+",5000.0,7394,True,0.0,USD,16M,5.0 and up,Master Media Mix d.o.o.,https://rockradio.rs/,office@rockradio.rs,"Feb 26, 2020","Jun 07, 2021",Everyone,http://109.206.96.44/Politika%20privatnosti/ROCK%20RADIO%20Politika%20privatnosti%20-%20aplikacija.pdf,False,False,False,2021-06-16 08:21:21,Entertainment,,,,,,,,
400,Hypertension Hi blood pressure,anace.com.audiobooks.hypertension,Medical,3.1,578.0,"100,000+",100000.0,389558,True,0.0,USD,2.7M,4.0.3 and up,Twayesh Projects,http://www.twayesh.com,info@twayesh.com,"Nov 15, 2011","Aug 30, 2018",Everyone,http://twayesh.com/apps/policy/privacy_policy.html,True,False,False,2021-06-16 05:44:08,Lifestyle,,,,,,,,
401,ক্যালরি ও ডায়েট,com.blogspot.sakibhs.bmihealthadviserbangla,Health & Fitness,4.3,364.0,"50,000+",50000.0,73858,True,0.0,USD,3.1M,4.1 and up,AppColors,http://sakibhs.blogspot.com,mdsakibhossainbd@gmail.com,"Jul 18, 2017","Mar 17, 2021",Everyone,http://colorfulapps.blogspot.com/2018/09/mobile-apps-privacy-policy.html,True,False,False,2021-06-16 02:21:04,Lifestyle,,,,,,,,
402,Profile Manager (w/ schedules),com.ogapps.notificationprofiles,Tools,3.1,407.0,"10,000+",10000.0,45121,True,0.0,USD,Varies with device,Varies with device,Olegas Gončarovas,http://www.ogix.com,ogix777@gmail.com,"Oct 22, 2014","Mar 10, 2017",Everyone,https://profile-manager.azurewebsites.net/privacy_policy.html,True,True,False,2021-06-16 03:08:25,Tools,,,,,,,,
403,I am a Hero,com.theblackbriefcase.iamahero,Action,4.4,866.0,"10,000+",10000.0,35183,True,0.0,USD,36M,4.0 and up,Useless,,IamaHeroGameCommunity@gmail.com,"Dec 8, 2015","Mar 02, 2017",Everyone 10+,https://arena-fighting.ru/fightingunity/ImHero/MobilePolicyPrivacy.html,True,True,False,2021-06-15 21:55:32,Games,,,,,,,,
404,Crash Racing Extreme,com.EG.MaximumCrashExtreme,Racing,4.2,2487.0,"100,000+",100000.0,264497,True,0.0,USD,22M,2.3 and up,Extereme Games,,extremegames@gmail.com,"Aug 29, 2015","Aug 30, 2015",Teen,https://www.facebook.com/Privacy-policy-EG-375366126141562/,True,False,False,2021-06-16 10:03:30,Games,,,,,,,,
405,My Price Chopper,com.mypricechopper.pricechoppermobileapp,Lifestyle,3.5,461.0,"100,000+",100000.0,113321,True,0.0,USD,34M,4.1 and up,"InQuest Marketing, LLC",http://www.mypricechopper.com,pricechopper@inquestmarketing.com,"Dec 27, 2012","Nov 27, 2019",Everyone,https://www.mypricechopper.com/mobile-app/Privacy-Policy,False,False,False,2021-06-15 20:28:04,Lifestyle,,,,,,,,
406,Mahjong Cookie & Candy Towers,com.permadi.mahjongCookie,Puzzle,4.2,343.0,"50,000+",50000.0,69976,True,0.0,USD,20M,Varies with device,F. Permadi,http://permadi.mobi,permadi@permadi.com,"Dec 1, 2016","Oct 26, 2019",Everyone,http://permadi.mobi/app-privacy-policy/,True,False,False,2021-06-15 23:58:45,Games,,,,,,,,
407,Bake Cookies - Cooking Game,air.mwe.favoritechococookies,Casual,3.8,8274.0,"1,000,000+",1000000.0,2915420,True,0.0,USD,Varies with device,3.2 and up,MWE Games,http://www.mwegames.com,play@mwegames.com,"Mar 11, 2015","Jun 10, 2021",Everyone,http://www.mwegames.com/privacy_policy.html,True,False,False,2021-06-15 22:15:02,Games,,,,,,,,
408,Looke Beauty App - Aplikasi Makeup Virtual,com.lookecosmetics.looke,Beauty,3.6,121.0,"50,000+",50000.0,65147,True,0.0,USD,125M,5.1 and up,PT AVO Innovation Technology,https://www.lookecosmetics.com/,info@lookecosmetics.com,"Mar 6, 2020","May 31, 2021",Everyone,https://www.lookecosmetics.com/pages/privacy-policy,False,False,False,2021-06-16 12:20:53,Lifestyle,,,,,,,,
409,IIJmio Coupon Switch,jp.ad.iij.couponswitch,Communication,3.1,1583.0,"500,000+",500000.0,591493,True,0.0,USD,769k,5.0 and up,Internet Initiative Japan Inc.,https://www.iijmio.jp/,info@iijmio.jp,,"Mar 31, 2021",Everyone,https://www.iij.ad.jp/privacy/,False,False,False,2021-06-16 07:44:29,Tools,,,,,,,,
410,BCM Surfing Game,com.surfvey.wst,Sports,4.2,829.0,"100,000+",100000.0,102206,True,0.0,USD,65M,5.0 and up,Risesystem.inc,https://www.bcm-surfpatrol.com/wst/,info@risesystem.com,"Jun 28, 2015","Nov 13, 2020",Everyone,https://www.risesystem.com/privacy.htm,True,True,False,2021-06-16 10:55:28,Entertainment,,,,,,,,
459,Battery Saver Yeastken,org.artsplanet.android.yeastkenbattery,Personalization,4.8,570.0,"10,000+",10000.0,32741,True,0.0,USD,19M,5.0 and up,ARTSPLANET,https://artsplanet.biz/,more.apps.info@gmail.com,"Dec 10, 2018","Dec 15, 2020",Everyone,https://artsplanet.biz/privacy/policy.html,True,False,False,2021-06-16 02:33:25,Tools,,,,,,,,
540,Barcode Scanner / QR Code scanner,com.moboroid.www.mobobarcodereader,Tools,5.0,261.0,500+,500.0,627,True,0.0,USD,3.0M,4.0.3 and up,Mobo developers,,siobcadwick@gmail.com,"Jul 21, 2020","Nov 28, 2020",Everyone,https://moboapps1.blogspot.com/,True,False,False,2021-06-16 04:44:38,Tools,,,,,,,,
565,Air Battle,com.spacewarone.figthergalaxybattle,Adventure,4.3,562.0,"50,000+",50000.0,88639,True,0.0,USD,12M,2.3.3 and up,Growing Up Studio,,yuqiyise@gmail.com,"Dec 3, 2015","Jul 16, 2017",Teen,,True,False,False,2021-06-16 11:27:33,Games,,,,,,,,
573,Shake ON/OFF,com.drcinfotech.shakescreenonoff,Lifestyle,4.0,1360.0,"100,000+",100000.0,104789,True,0.0,USD,1.3M,2.3 and up,DRC INFOTECH,http://www.drcinfotech.com,android@drcinfotech.com,"Dec 30, 2013","Feb 02, 2015",Everyone,http://www.drcinfotech.com,True,False,False,2021-06-16 08:48:09,Lifestyle,,,,,,,,
681,RO LOTO 6/49 - 3 variante,loto.ro_loto_6_49,Entertainment,3.8,123.0,"10,000+",10000.0,13863,True,0.0,USD,4.8M,4.0 and up,ARAMIS SDC,,aramis.sdc@gmail.com,"Mar 10, 2014","Aug 30, 2019",Everyone,,True,False,False,2021-06-16 07:40:45,Entertainment,,,,,,,,
709,Countdown Days,com.appheaps.countdowndays,Lifestyle,4.3,153.0,"10,000+",10000.0,32580,True,0.0,USD,9.1M,4.4 and up,AppHeaps Team,http://www.appheaps.com,shifengl@gmail.com,"Nov 25, 2019","May 25, 2021",Everyone,http://www.appheaps.com/#/privacy?app=com.appheaps.waterreminder,True,False,False,2021-06-15 21:00:12,Lifestyle,,,,,,,,
710,Catalogues Au,com.au.catalogues,Shopping,3.0,382.0,"50,000+",50000.0,53064,True,0.0,USD,7.5M,4.0.3 and up,nwallpapers,http://www.autocarvideos.com,turhanapps@gmail.com,"Aug 23, 2017","Aug 23, 2017",Everyone,http://avcisitesi.com/aucataloguespolicy.html,True,False,False,2021-06-16 01:20:23,Entertainment,,,,,,,,
711,@Voice Sync Plugin,com.hyperionics.avarSync,Productivity,4.3,800.0,"100,000+",100000.0,156285,True,0.0,USD,2.0M,5.0 and up,Hyperionics Technology,http://www.hyperionics.com,atVoice@kochaniak.com,"Jan 6, 2017","Dec 05, 2020",Everyone,http://www.hyperionics.com/atVoice/privacy.html,False,False,False,2021-06-15 22:25:04,Tools,,,,,,,,
712,LG Ipsolute Mobile,com.lge.ipsolute,Business,1.7,637.0,"100,000+",100000.0,108162,True,0.0,USD,10M,5.1 and up,LG Innotke Communication Module Team,http://www.lgecommercial.com/security-en,cs.lgsecurity@lge.com,"Nov 4, 2011","Jul 18, 2019",Everyone,http://secu-iot.lginnotek.com/product/detailView.do?idx=107&depth1Idx=1&depth2Idx=15,False,False,False,2021-06-16 12:50:07,Business,,,,,,,,
713,Escape from Okinawa,com.ueharalabo.EscapeOkinawa,Casual,3.7,712.0,"50,000+",50000.0,61592,True,0.0,USD,35M,5.0 and up,UeharaLabo,http://www.uehara-labo.com,uehara@uehara-labo.com,"Feb 24, 2016","Nov 14, 2020",Everyone,http://www.uehara-labo.com/privacy.html,True,False,False,2021-06-16 07:21:24,Games,,,,,,,,
714,Wildfire Info,com.davidgrossapps.wildfire,Weather,4.0,125.0,"50,000+",50000.0,54937,True,0.0,USD,4.1M,4.1 and up,David Gross Apps,https://davidgrossapps.com,davidgrossapps@gmail.com,"Jul 9, 2017","Jun 14, 2021",Everyone,https://davidgrossapps.com/privacy-policy.html,False,False,False,2021-06-16 13:49:50,Tools,,,,,,,,
715,Indian Cricket Premium League,com.taninty.icpl,Sports,4.1,1118.0,"100,000+",100000.0,189273,True,0.0,USD,27M,4.1 and up,Taninty Game Studio,http://www.taninty.com,sathishgameengineer@gmail.com,"Mar 8, 2018","May 11, 2018",Everyone,http://taninty.com/ICPL_PrivacyPolicy.htm,True,True,False,2021-06-16 00:23:19,Entertainment,,,,,,,,
716,Portuguese Top Nursery Rhymes Offline Videos,com.videogyan.portuguese_rhymes,Entertainment,4.0,670.0,"100,000+",100000.0,376135,True,0.0,USD,29M,5.0 and up,Videogyan Studios,https://www.videogyan.com,apps@videogyan.com,"Mar 27, 2018","Dec 18, 2020",Everyone,http://videogyanapps.s3-website-us-east-1.amazonaws.com,True,True,False,2021-06-16 06:25:48,Entertainment,,,,,,,,
717,抢红包神器 for WeChat微信 - 真正会抢的神器,com.helper.redpacket.wechat,Tools,4.6,697.0,"10,000+",10000.0,44078,True,0.0,USD,3.9M,4.4 and up,Video Downloader & Photo Downloader & Story Saver,,liz740839@gmail.com,"Jul 23, 2018","Feb 28, 2021",Everyone,https://docs.google.com/document/d/1mqXsk8YOHJNO86H8sPg6Z86t4VJMz6xJG0aMCWw50nQ/edit?usp=sharing,True,True,False,2021-06-16 06:31:57,Tools,,,,,,,,
718,4 Qul of Quran 2020,com.quranreading.fourqul,Books & Reference,4.4,1212.0,"100,000+",100000.0,191498,True,0.0,USD,16M,4.2 and up,Quran Reading,https://ie2e8d7bf.app-ads-txt.com/app-ads.txt,apps@quranreading.com,"Mar 31, 2014","Dec 24, 2019",Everyone,http://www.quranreading.com/apps/Quran-reading-privacy-policy.html,True,True,False,2021-06-16 10:51:58,Entertainment,,,,,,,,
719,Netbox.Browser,global.netbox.mobilebrowser,Communication,4.2,2433.0,"100,000+",100000.0,161875,True,0.0,USD,Varies with device,5.0 and up,NetboxGlobal,https://netbox.global,support@netbox.global,"Mar 15, 2021","Apr 30, 2021",Everyone,https://netbox.global/privacy,False,False,False,2021-06-15 20:20:53,Tools,,,,,,,,
720,Tulflix: Tulfo and Chill,com.scriptrepublic.tulflix,Entertainment,3.9,209.0,"10,000+",10000.0,21048,True,0.0,USD,4.0M,4.0.3 and up,ScriptRepublic,https://scriptrepublic.com,scriptrepublic.contact@gmail.com,"Oct 7, 2019","Sep 06, 2020",Teen,https://scriptrepublic.com/privacy-policy/,False,False,False,2021-06-16 02:23:17,Entertainment,,,,,,,,
721,Color Balls Puzzle,com.colorballspuzzle.bubblesort,Puzzle,3.7,161.0,"10,000+",10000.0,46244,True,0.0,USD,21M,4.1 and up,27A&A27,https://zd3432397.app-ads-txt.com,ada.kz.gill@gmail.com,"May 26, 2020","Apr 11, 2021",Everyone,https://eliteapp2017.blogspot.com/p/privacy-policy-we-use-technologies-like.html,True,True,False,2021-06-16 05:03:36,Games,,,,,,,,
722,Cómo Leer Música paso a paso,com.doctorapps.comoleermusica,Entertainment,4.7,2122.0,"10,000+",10000.0,30734,True,0.0,USD,2.8M,4.0.3 and up,Doctor Apps,http://doctorapps.info/,faby85apps@gmail.com,"Jul 27, 2017","May 22, 2020",Everyone,http://doctorapps.info/privacypolicy.html,True,False,False,2021-06-15 22:22:26,Entertainment,,,,,,,,
723,Hungry Fish 3D,rkh.hungry_fish_3d,Arcade,4.3,201.0,"10,000+",10000.0,22218,True,0.0,USD,52M,4.1 and up,KH Software,https://9parang.blogspot.com/,9parang@gmail.com,"Oct 18, 2017","Nov 23, 2019",Everyone,http://rkhftp.dothome.co.kr/Info/info.html,True,True,False,2021-06-16 10:26:30,Games,,,,,,,,
724,APP Backup & Restore,com.peoplethink.apkbackup,Tools,3.1,149.0,"50,000+",50000.0,81815,True,0.0,USD,3.7M,4.0 and up,TeenBande,http://www.peoplethink.in,contact@peoplethink.in,"Oct 3, 2016","Oct 03, 2016",Everyone,http://smsquotes.org/jobs/privacy-policy,True,False,False,2021-06-15 21:24:54,Tools,,,,,,,,
725,MARTIN'S,com.martinfoods.mobile.droid,Shopping,3.9,784.0,"100,000+",100000.0,117863,True,0.0,USD,52M,6.0 and up,"Giant Foods Stores, LLC",http://www.martinsfoods.com,martinsmobile@peapod.com,"Jan 5, 2012","Jun 03, 2021",Everyone,https://martinsfoods.com/privacy-policy/,False,False,False,2021-06-16 12:05:36,Entertainment,,,,,,,,
726,Ciasta i desery – Smaker,pl.Interia.Ciasta.i.Desery.Smaker,Lifestyle,4.7,1896.0,"100,000+",100000.0,230118,True,0.0,USD,5.1M,4.1 and up,INTERIA.PL,http://smaker.pl,aplikacja@smaker.pl,"Dec 8, 2016","Jun 08, 2020",Everyone,https://prywatnosc.interia.pl/polityka-prywatnosci,True,False,False,2021-06-16 00:33:23,Lifestyle,,,,,,,,
727,White Noise Pro: Sleep Sounds & Relax,com.awesomedroid.whitenoise.pro,Health & Fitness,4.4,3285.0,"100,000+",100000.0,208565,False,1.49,USD,45M,4.3 and up,AwesomeDroid Studio,http://awesomedroid.com/,contact.awesomedroid@gmail.com,"Jan 14, 2018","Mar 13, 2020",Everyone,https://welldroid.wordpress.com/privacy-policy/,False,False,False,2021-06-15 23:00:19,Lifestyle,,,,,,,,
728,Bts x Blackpink offline 2021,com.newandromo.dev8648.app1040324,Music & Audio,4.4,277.0,"10,000+",10000.0,34115,True,0.0,USD,79M,4.4 and up,Kajol music,https://pratiwiianggunmakeover.blogspot.com/,lukmanaudio0@gmail.com,"Jan 17, 2021","Jun 13, 2021",Everyone,https://pratiwiianggunmakeover.blogspot.com/2021/06/privacy-police-bts-x-blackpink-offline.html,True,False,False,2021-06-16 11:15:56,Entertainment,,,,,,,,
729,איש תלוי בעברית - עם האתגר היומי!,com.krembo.Hangman,Word,4.1,3897.0,"100,000+",100000.0,375058,True,0.0,USD,6.0M,4.0.3 and up,Krembo Soft,http://krembosoft.epizy.com/heb.html,krembosoft@gmail.com,"Apr 28, 2011","Oct 15, 2019",Everyone,https://sites.google.com/site/krembopolicy/,True,False,False,2021-06-16 02:59:23,Games,,,,,,,,
730,Vibration Test,kernelmachine.vibrationtest,Tools,3.7,176.0,"50,000+",50000.0,60594,True,0.0,USD,2.3M,4.0.3 and up,KernelMachine,,l.giovannesi@gmail.com,"Dec 17, 2017","May 03, 2019",Everyone,http://kernelmachine.altervista.org/store/privacy_policy/VibrationTest/privacy_policy_5_.html,True,False,False,2021-06-16 00:23:52,Tools,,,,,,,,
731,Tigo Play,com.go.cableonda,Entertainment,2.8,2880.0,"500,000+",500000.0,693778,True,0.0,USD,24M,5.0 and up,Cable Onda Panama,https://www.cableonda.com,cogo@cableonda.com,"Jun 21, 2017","Apr 26, 2021",Everyone,https://cableonda.com/politica-de-privacidad-de-cable-onda,False,False,False,2021-06-16 03:54:54,Entertainment,,,,,,,,
732,Khmer Lottery / VN Lottery - Today Result,com.kh_android_dev.todayresult,Entertainment,4.4,157.0,"10,000+",10000.0,38219,True,0.0,USD,3.7M,6.0 and up,KH_Dev,http://lostandfoundcambodia.com/,oudambo@gmail.com,"Jan 9, 2019","Nov 10, 2019",Everyone,https://kh-dev-cambodia.blogspot.com/p/privacy-policy-body-font-family_21.html,True,False,False,2021-06-16 02:26:23,Entertainment,,,,,,,,
733,Bare Knuckle TV,com.bkfc,Sports,3.7,311.0,"100,000+",100000.0,149694,True,0.0,USD,Varies with device,5.0 and up,BKTV,http://www.bkfc.com,support@bareknuckle.tv,"Apr 9, 2020","Apr 12, 2021",Teen,,False,True,False,2021-06-16 13:43:13,Entertainment,,,,,,,,
734,Gracia a Vosotros,com.subsplash.thechurchapp.s_JVZ9S5,Education,4.9,1504.0,"50,000+",50000.0,62733,True,0.0,USD,52M,6.0 and up,Subsplash Inc,http://www.subsplash.com/,appsupport@subsplash.com,"Jun 5, 2015","Feb 23, 2021",Teen,http://www.subsplash.com/legal/privacy,False,False,False,2021-06-15 21:50:54,Education,,,,,,,,
735,Followers Pro - Who Viewed My Instagram Profile,com.followerspro,Social,4.3,9031.0,"100,000+",100000.0,345771,True,0.0,USD,13M,4.1 and up,VPass Tech,,vpasstech@gmail.com,"Oct 12, 2020","Jan 03, 2021",Teen,https://sites.google.com/view/followerspro/privacy-policy,True,True,False,2021-06-16 03:53:33,Lifestyle,,,,,,,,
736,ANAP Widget Live wallpaper SET,com.nos_network.anapinterface_lwppack,Personalization,4.1,151.0,"10,000+",10000.0,39134,True,0.0,USD,3.2M,2.2 and up,NOS Inc.,http://brandofficial-custom.net/,info@brandofficial-custom.net,"Aug 27, 2013","Jan 21, 2015",Everyone,,True,False,False,2021-06-16 04:30:41,Tools,,,,,,,,
737,مائة من عظماء أمة الإسلام غيروا مجرى التاريخ,com.w_8684703,Books & Reference,4.8,407.0,"50,000+",50000.0,59307,True,0.0,USD,22M,4.1 and up,Mano Abdo,,manoabdo785@gmail.com,"Mar 6, 2019","Mar 06, 2019",Everyone,http://www.appsgeyser.com/privacy/app/,True,False,False,2021-06-16 10:12:11,Entertainment,,,,,,,,
738,美人剎-因愛入魔，為你執念,com.dsx.ssjj,Role Playing,4.1,6620.0,"100,000+",100000.0,139740,True,0.0,USD,95M,4.1 and up,ALICE GAME,http://www.4399sy.com.hk/,ssjjcomhk@gmail.com,,"Apr 16, 2021",Teen,http://a.4399sy.com.hk/user/aggreement,False,False,False,2021-06-16 10:57:56,Games,,,,,,,,
739,Trailer Park Boys: Greasy Money - DECENT Idle Game,com.eastsidegames.trailerparkboys,Simulation,4.6,162814.0,"1,000,000+",1000000.0,4933516,True,0.0,USD,40M,4.4 and up,East Side Games Studio,http://eastsidegames.com,support@tpbgame.zendesk.com,"Apr 19, 2017","Jun 07, 2021",Mature 17+,https://privacy-policy.eastsidegames.com,True,True,False,2021-06-16 04:50:40,Games,,,,,,,,
740,PRO Landscape Home,com.prolandscape.home,Lifestyle,2.2,405.0,"100,000+",100000.0,147388,True,0.0,USD,30M,6.0 and up,"Drafix Software, Inc.",https://prolandscape.com,home-app@prolandscape.com,"Mar 22, 2015","Jan 24, 2021",Everyone,http://prolandscape.com/en/privacy/,True,True,False,2021-06-16 12:38:06,Lifestyle,,,,,,,,
741,Recorder4Me,kr.or.lug.recorder4me,Music & Audio,4.1,153.0,"10,000+",10000.0,32761,True,0.0,USD,1.2M,4.0 and up,GreatDragon.Kim,http://www.greatdragonkim.com,multikty@gmail.com,"Mar 16, 2012","Oct 25, 2017",Everyone,http://www.greatdragonkim.com/bbs/board.php?bo_table=apps&wr_id=4,True,False,False,2021-06-16 10:33:05,Entertainment,,,,,,,,
